cell_type	cell_size	epochs	embedding_size	train_loss	test_loss
LSTM	32.0	2.0	8.0	1.170885443687439	0.953302800655365
LSTM	64.0	2.0	16.0	1.311624526977539	1.0132513046264648
GRU	32.0	2.0	10.0	1.1628066301345823	0.5917739868164062
LSTM	16.0	2.0	24.0	1.2237228155136108	1.0229556560516355
GRU	128.0	2.0	4.0	1.133607029914856	0.687740683555603
LSTM	256.0	2.0	28.0	1.1516027450561523	0.7195398211479187
GRU	128.0	2.0	11.0	1.2008321285247805	0.6255381107330322
GRU	32.0	2.0	28.0	0.9959180951118468	0.6046364307403564
GRU	256.0	2.0	10.0	0.9343849420547484	0.6172242760658264
GRU	512.0	2.0	23.0	0.7349859476089478	0.2586466372013092
LSTM	256.0	2.0	12.0	1.0758746862411501	0.6471665501594543
LSTM	64.0	2.0	18.0	1.141116499900818	0.8004375696182251
LSTM	64.0	2.0	20.0	0.973924458026886	0.6470605134963989
GRU	16.0	2.0	10.0	1.5375428199768066	1.143590211868286
LSTM	16.0	2.0	10.0	1.0514895915985107	0.9227421283721924
LSTM	256.0	2.0	19.0	1.206140160560608	0.7951716780662537
LSTM	32.0	2.0	7.0	1.3271358013153076	1.0987472534179688
LSTM	32.0	2.0	2.0	1.263944387435913	1.0799844264984129
GRU	32.0	2.0	3.0	1.0980839729309082	0.8191690444946289
GRU	16.0	2.0	10.0	0.7929777503013611	0.4928944408893585
LSTM	128.0	2.0	3.0	1.2497631311416626	0.9646137356758118
LSTM	128.0	2.0	27.0	1.1823121309280396	0.7068949937820435
LSTM	512.0	2.0	4.0	1.220792531967163	0.9285606741905212
GRU	32.0	2.0	27.0	0.9580905437469482	0.5725584030151367
GRU	16.0	2.0	8.0	0.7952170968055725	0.4723591804504394
LSTM	128.0	2.0	18.0	1.1239900588989258	0.6919362545013428
GRU	64.0	2.0	13.0	1.0951627492904663	0.5043717622756958
GRU	128.0	2.0	8.0	1.1569896936416626	0.6463633179664612
GRU	128.0	2.0	26.0	0.8531016707420349	0.3980849385261536
LSTM	256.0	2.0	3.0	1.0890706777572632	0.6858225464820862
GRU	32.0	2.0	9.0	1.2713857889175415	0.908820390701294
LSTM	256.0	2.0	10.0	1.1352483034133911	0.6907335519790649
LSTM	32.0	2.0	22.0	1.0189332962036133	0.6684471964836121
GRU	64.0	2.0	8.0	1.0548931360244749	0.6962689161300659
GRU	32.0	2.0	26.0	0.9261171221733092	0.611780047416687
GRU	128.0	2.0	19.0	0.7603356838226318	0.31720060110092163
GRU	64.0	2.0	3.0	0.9904447793960572	0.7047660946846008
LSTM	32.0	2.0	3.0	1.3263587951660156	1.119690179824829
LSTM	128.0	2.0	14.0	1.148740530014038	1.0260162353515625
GRU	256.0	2.0	26.0	0.7660893797874451	0.27104651927948004
GRU	64.0	2.0	17.0	0.8690423369407654	0.4837347865104675
GRU	16.0	800.0	28.0	0.0009004459134303033	7.641516208648682
LSTM	512.0	700.0	3.0	0.006311370525509119	0.8633106350898743
GRU	512.0	300.0	12.0	0.005773629527539015	6.992221832275393
GRU	256.0	500.0	29.0	0.0008193429675884545	0.4902836978435517
GRU	512.0	200.0	4.0	0.04022552818059921	5.84387731552124
LSTM	128.0	800.0	26.0	0.0012372381752356887	2.632214307785034
GRU	512.0	900.0	7.0	0.00027032895013689995	1.2990188598632812
LSTM	64.0	800.0	28.0	0.0015177871100604534	5.037312984466553
GRU	16.0	400.0	12.0	0.0027738476637750864	0.4352560639381409
GRU	32.0	600.0	7.0	0.0011373573215678336	5.824251651763916
GRU	16.0	800.0	25.0	0.0008268533274531362	8.236679077148438
LSTM	512.0	800.0	27.0	0.001011815620586276	6.744527339935303
GRU	128.0	200.0	14.0	0.01628702133893967	6.326613426208496
LSTM	32.0	900.0	24.0	0.0015194873558357358	6.547361850738525
LSTM	64.0	400.0	18.0	0.007340636104345322	5.258049964904785
LSTM	128.0	900.0	12.0	0.0011097147362306712	3.721911668777466
GRU	512.0	800.0	4.0	0.0005528730107471347	3.0683536529541016
LSTM	16.0	1000.0	20.0	0.001571552362293005	6.900458812713622
LSTM	512.0	700.0	29.0	0.0013699413975700734	6.485797882080077
LSTM	64.0	1000.0	28.0	0.001010091626085341	3.5087904930114746
GRU	32.0	100.0	7.0	0.040963564068079	1.55557119846344
GRU	256.0	800.0	22.0	0.0004442619974724949	0.46337890625
GRU	128.0	700.0	22.0	0.0005800378276035193	4.581182956695557
LSTM	128.0	700.0	18.0	0.00177486939355731	5.319737911224365
LSTM	16.0	800.0	24.0	0.002206999808549881	5.997446060180664
GRU	16.0	800.0	12.0	0.0009179454063996672	7.34657096862793
LSTM	512.0	800.0	21.0	0.0014649147633463144	3.1680378913879395
GRU	64.0	600.0	17.0	0.0006194182788021863	6.42299222946167
GRU	128.0	200.0	13.0	0.022806202992796898	3.110304117202759
LSTM	128.0	200.0	24.0	0.0260318610817194	0.2268385738134384
LSTM	16.0	1000.0	5.0	0.002238228218629956	0.3826010525226593
LSTM	256.0	900.0	11.0	0.0008816979243420064	5.735056877136231
LSTM	512.0	300.0	8.0	0.012221875600516796	1.9418315887451167
GRU	32.0	900.0	29.0	0.0005970543134026227	5.531291484832764
GRU	64.0	300.0	25.0	0.004944917280226946	4.23330020904541
GRU	32.0	1000.0	9.0	0.0004836019361391664	3.3637380599975586
LSTM	128.0	800.0	17.0	0.0013469328405335546	4.711447238922119
GRU	32.0	1000.0	23.0	0.00034865763154812157	6.181334018707275
LSTM	64.0	200.0	29.0	0.029022963717579838	1.806885004043579
LSTM	256.0	700.0	24.0	0.0013735067332163453	5.413594722747803
GRU	64.0	300.0	16.0	0.0039549870416522035	7.208211898803711
LSTM	32.0	300.0	19.0	0.015572896227240562	4.241513729095459
GRU	256.0	1000.0	9.0	0.0002444767451379448	8.503195762634277
GRU	16.0	500.0	25.0	0.003641969291493297	4.366148948669434
LSTM	512.0	400.0	13.0	0.008373155258595943	2.9032931327819824
LSTM	256.0	400.0	15.0	0.005848956294357778	2.8032851219177246
LSTM	256.0	700.0	19.0	0.001404356793500483	7.078208923339844
GRU	16.0	1000.0	19.0	0.0006369374459609388	9.205350875854492
GRU	64.0	400.0	13.0	0.0022067823447287087	1.4130139350891109
GRU	32.0	700.0	19.0	0.0007351842941716312	6.980988025665282
GRU	64.0	700.0	22.0	0.0005847887368872763	2.8088388442993164
LSTM	32.0	800.0	6.0	0.0018910276703536515	5.040299892425537
LSTM	16.0	800.0	21.0	0.0020160791464149948	5.047286987304688
GRU	512.0	600.0	26.0	0.0004919483326375483	0.43470829725265503
LSTM	128.0	900.0	20.0	0.0009669078863225877	4.9434356689453125
LSTM	64.0	500.0	5.0	0.007840873673558235	2.785759687423706
LSTM	64.0	500.0	2.0	0.006533554289489985	0.4001063406467438
LSTM	512.0	100.0	2.0	0.055877991020679474	3.089430809020996
LSTM	512.0	900.0	11.0	0.0008241235045716166	8.330879211425781
LSTM	512.0	300.0	19.0	0.014301097020506859	3.5545434951782227
LSTM	16.0	300.0	15.0	0.01901746541261673	4.333972454071045
GRU	256.0	700.0	3.0	0.0004764571785926816	4.665468215942383
GRU	64.0	400.0	17.0	0.0018783592386171226	6.487597942352295
GRU	512.0	100.0	11.0	0.038932174444198615	3.3802258968353267
LSTM	16.0	300.0	26.0	0.023201312869787216	4.0909085273742685
LSTM	64.0	1000.0	28.0	0.0008831287850625813	5.907196998596191
GRU	256.0	700.0	3.0	0.0008735189330764115	1.7622592449188232
LSTM	32.0	600.0	26.0	0.0030998534057289358	5.030004978179932
LSTM	32.0	300.0	6.0	0.031961943954229355	1.8428599834442136
GRU	16.0	900.0	6.0	0.0008660266175866128	1.924351453781128
LSTM	16.0	500.0	21.0	0.0061449790373444575	5.311118125915527
LSTM	64.0	400.0	22.0	0.005921612959355116	2.2918291091918945
GRU	16.0	200.0	12.0	0.011008337140083313	1.8754264116287231
LSTM	32.0	800.0	24.0	0.0018625420052558184	3.880296230316162
LSTM	256.0	1000.0	21.0	0.0007246797322295606	7.635491371154785
GRU	256.0	500.0	6.0	0.0008910992764867842	5.811763286590576
GRU	32.0	300.0	12.0	0.004168483894318342	5.4925880432128915
GRU	512.0	700.0	4.0	0.0004461285716388375	7.218807220458982
LSTM	32.0	500.0	7.0	0.015453065745532513	0.401853084564209
LSTM	32.0	800.0	15.0	0.0017718160524964333	5.650555610656737
GRU	256.0	1000.0	13.0	0.00025870095123536885	4.702362060546875
LSTM	64.0	100.0	12.0	0.048465240746736526	3.169713497161865
GRU	128.0	900.0	11.0	0.0002755406021606176	4.90985631942749
GRU	64.0	1000.0	23.0	0.00028518069302663207	4.421711444854736
LSTM	16.0	800.0	13.0	0.0025257247034460306	6.419913768768311
LSTM	128.0	200.0	14.0	0.033786404877901084	1.9330142736434937
GRU	32.0	200.0	7.0	0.040319621562957764	3.2999298572540283
GRU	64.0	800.0	16.0	0.00042834176565520476	6.419472694396973
LSTM	128.0	100.0	15.0	0.05035674199461937	2.4263386726379395
LSTM	512.0	700.0	16.0	0.0017072876216843724	6.191855430603027
LSTM	64.0	100.0	10.0	0.05500128865242005	1.995036005973816
GRU	128.0	600.0	4.0	0.0006487627979367971	7.138764381408691
GRU	64.0	1000.0	5.0	0.00034925283398479223	4.632737159729004
LSTM	512.0	800.0	28.0	0.0010249007027596235	6.183315753936768
GRU	512.0	800.0	14.0	0.0003394007217139005	0.5047926902770996
LSTM	32.0	700.0	25.0	0.0027040678542107344	3.372720241546632
GRU	32.0	200.0	5.0	0.020426129922270768	6.238462924957275
GRU	64.0	200.0	5.0	0.030030315741896636	2.3058185577392583
LSTM	16.0	900.0	20.0	0.001867020851932466	4.2674546241760245
LSTM	32.0	700.0	7.0	0.0031768446788191795	2.109204769134521
LSTM	128.0	500.0	18.0	0.004396071657538414	2.888213396072388
GRU	128.0	500.0	18.0	0.000798391702119261	5.803340435028076
GRU	256.0	400.0	24.0	0.0013818703591823578	3.744264125823975
LSTM	64.0	700.0	26.0	0.0018340360838919878	5.742644786834718
GRU	16.0	200.0	8.0	0.014925185590982437	8.763151168823242
GRU	128.0	700.0	24.0	0.0005032961489632727	4.905756950378418
GRU	64.0	1000.0	17.0	0.00028814576216973364	7.368779182434082
GRU	32.0	1000.0	8.0	0.0004407067317515612	8.289560317993164
LSTM	512.0	500.0	28.0	0.004482390359044075	2.613376379013061
LSTM	512.0	1000.0	12.0	0.0006925199995748699	9.547223091125488
LSTM	128.0	300.0	23.0	0.012957650236785412	4.68858528137207
GRU	512.0	600.0	29.0	0.0005931368214078248	1.0901776552200315
LSTM	512.0	900.0	16.0	0.0008099096594378352	6.699256896972656
LSTM	16.0	100.0	28.0	0.05343547835946083	2.9473869800567627
GRU	256.0	800.0	18.0	0.000448450562544167	0.6944726705551147
LSTM	32.0	800.0	29.0	0.002011048374697566	5.74605131149292
GRU	256.0	200.0	11.0	0.025154532864689827	0.2387155890464783
GRU	16.0	100.0	24.0	0.04278646782040596	3.156001091003418
LSTM	32.0	600.0	2.0	0.01041183341294527	0.5627363920211792
LSTM	16.0	700.0	17.0	0.002779348520562053	6.42596960067749
GRU	64.0	400.0	22.0	0.0023365027736872435	5.3027424812316895
LSTM	512.0	1000.0	11.0	0.0011985526653006673	3.6696794033050537
LSTM	64.0	900.0	29.0	0.0011396073969081044	7.033427715301514
LSTM	128.0	600.0	15.0	0.0026163375005126	2.9600656032562256
GRU	32.0	600.0	26.0	0.0008973603835329412	7.7154884338378915
GRU	256.0	500.0	22.0	0.0009289304143749175	5.566338062286377
LSTM	32.0	700.0	18.0	0.0024691845756024122	4.281530857086182
GRU	16.0	100.0	26.0	0.04433595389127731	3.619426012039185
GRU	512.0	800.0	10.0	0.0003260134544689208	5.389435291290283
GRU	32.0	300.0	16.0	0.005604306235909462	6.187827110290527
LSTM	128.0	1000.0	11.0	0.0008855758933350444	5.754947185516357
GRU	16.0	900.0	29.0	0.0007455993909388783	6.186720848083496
GRU	64.0	500.0	3.0	0.0014734133146703243	9.763961791992188
LSTM	16.0	700.0	24.0	0.002650004345923662	4.3930745124816895
GRU	128.0	800.0	8.0	0.00046155619202181697	5.789687156677246
LSTM	16.0	500.0	14.0	0.006041160784661771	3.663813829421997
LSTM	256.0	500.0	28.0	0.003473336109891534	3.085127830505371
GRU	512.0	100.0	5.0	0.04532783478498459	2.234806060791016
LSTM	256.0	400.0	12.0	0.006371563300490379	2.2496860027313232
GRU	512.0	600.0	20.0	0.0005421063397079706	0.4381600320339203
GRU	512.0	100.0	24.0	0.036416195333004	0.18423832952976227
GRU	16.0	500.0	16.0	0.0018283288227394228	3.5185120105743413
GRU	32.0	200.0	29.0	0.03225940093398093	3.995073318481445
LSTM	128.0	100.0	23.0	0.04795704036951065	2.695706367492676
GRU	256.0	200.0	11.0	0.01723015122115612	0.3060872554779053
GRU	128.0	400.0	8.0	0.0015408664476126432	3.639872550964357
GRU	64.0	100.0	20.0	0.040424227714538574	1.2355339527130127
GRU	32.0	800.0	13.0	0.0005980946007184682	8.239575386047362
GRU	512.0	900.0	29.0	0.00025147118140012026	0.5162593126296997
LSTM	32.0	600.0	27.0	0.0027056841645389795	5.526578426361084
LSTM	128.0	300.0	23.0	0.0170929953455925	4.690091133117676
LSTM	16.0	400.0	10.0	0.009912473149597643	0.885738730430603
GRU	128.0	300.0	13.0	0.0032357447780668736	1.0692977905273438
LSTM	32.0	900.0	27.0	0.0014314490836113693	5.531832695007324
LSTM	128.0	400.0	18.0	0.007234807591885328	4.981403827667236
GRU	64.0	100.0	28.0	0.04647073149681091	1.7989256381988523
LSTM	128.0	100.0	16.0	0.04696417227387428	3.3342950344085693
LSTM	32.0	700.0	17.0	0.002313731238245964	6.235583305358888
LSTM	512.0	600.0	2.0	0.009108440950512886	0.8731065988540649
GRU	32.0	900.0	12.0	0.0005649443482980133	6.008263111114503
GRU	128.0	700.0	27.0	0.000510161742568016	5.243886947631836
GRU	256.0	200.0	15.0	0.0187776368111372	3.310103416442871
GRU	32.0	500.0	13.0	0.001108941389247775	6.276686668395996
LSTM	64.0	500.0	22.0	0.003554875031113625	5.830585956573486
GRU	256.0	800.0	2.0	0.0004075928591191769	2.037444591522217
GRU	64.0	900.0	15.0	0.0004043604712933302	6.271106243133545
LSTM	64.0	100.0	10.0	0.054808761924505234	2.633904218673706
GRU	512.0	400.0	4.0	0.005412234924733639	0.7712483406066895
GRU	128.0	700.0	8.0	0.0005868016742169857	2.0578358173370357
GRU	256.0	900.0	19.0	0.0003186454705428332	3.791609525680542
LSTM	32.0	700.0	29.0	0.002343992469832301	5.721681118011475
GRU	128.0	500.0	20.0	0.0008877158979885279	6.250218868255615
LSTM	16.0	600.0	2.0	0.006186735350638628	0.5228914022445679
LSTM	64.0	400.0	2.0	0.01600608415901661	0.4714780449867249
LSTM	256.0	900.0	29.0	0.0008007357828319073	4.641802310943604
GRU	512.0	400.0	17.0	0.0023188008926808834	3.709296226501465
GRU	64.0	300.0	12.0	0.006023825146257877	0.43857309222221375
GRU	16.0	800.0	4.0	0.0013921612408012152	8.735751152038574
LSTM	512.0	600.0	17.0	0.00218280078843236	5.3056254386901855
GRU	32.0	300.0	18.0	0.0025150238070636988	6.772940635681152
GRU	16.0	600.0	22.0	0.0018875281093642122	5.869687080383301
LSTM	64.0	100.0	3.0	0.05907241255044938	1.4972763061523438
GRU	64.0	300.0	6.0	0.009559525176882744	1.9609102010726929
GRU	64.0	300.0	8.0	0.004397090990096332	3.832507610321045
LSTM	256.0	100.0	5.0	0.04892566055059433	2.5951790809631348
LSTM	16.0	1000.0	17.0	0.0015441946452483535	7.156554222106934
LSTM	16.0	400.0	6.0	0.010166040621697904	0.2766743302345276
GRU	128.0	700.0	16.0	0.0004563324910122901	6.670378684997559
LSTM	256.0	300.0	15.0	0.015213931910693644	1.2978174686431885
GRU	128.0	600.0	9.0	0.0009145514923147855	1.0397627353668213
LSTM	64.0	200.0	11.0	0.02648129127919674	2.7641925811767583
LSTM	128.0	900.0	12.0	0.0010971977608278394	5.154548168182373
LSTM	512.0	300.0	29.0	0.01139213051646948	2.8449435234069824
GRU	64.0	500.0	6.0	0.0009697842760942877	6.028313636779785
GRU	512.0	400.0	28.0	0.0011798590421676636	0.40232670307159424
GRU	128.0	400.0	11.0	0.0013922832440584898	2.8403186798095703
LSTM	16.0	200.0	22.0	0.03268027678132057	3.419865846633911
GRU	128.0	1000.0	27.0	0.00026993604842573404	6.769652366638184
GRU	16.0	600.0	7.0	0.0013013473944738507	8.511804580688478
LSTM	64.0	700.0	11.0	0.0024169783573597674	3.720216035842897
GRU	128.0	500.0	26.0	0.0007764398469589653	4.942039966583252
LSTM	256.0	700.0	15.0	0.0018190864939242601	3.7486994266510014
GRU	32.0	200.0	2.0	0.03847306221723557	8.649884223937987
LSTM	128.0	100.0	13.0	0.044073093682527535	2.4416522979736333
LSTM	512.0	700.0	24.0	0.0013478968758136036	7.48587703704834
GRU	256.0	900.0	25.0	0.0003401641151867807	3.595551013946533
LSTM	32.0	400.0	15.0	0.01243468467146158	2.291247129440308
LSTM	256.0	300.0	16.0	0.01672777347266674	2.02539324760437
GRU	16.0	100.0	29.0	0.04078083112835884	2.4349966049194336
LSTM	64.0	300.0	12.0	0.024108737707138055	1.684069275856018
GRU	256.0	400.0	4.0	0.001324980054050684	0.3848259449005127
GRU	128.0	100.0	10.0	0.033259063959121704	0.4225413501262665
LSTM	128.0	200.0	29.0	0.030584003776311874	2.5637798309326167
GRU	32.0	100.0	25.0	0.04124289378523826	2.9521303176879883
LSTM	16.0	300.0	2.0	0.03968307003378868	0.20741361379623413
GRU	32.0	400.0	21.0	0.002295657293871045	9.041056632995604
GRU	32.0	200.0	5.0	0.03180965781211853	1.3484710454940796
LSTM	64.0	200.0	17.0	0.030609607696533207	0.7132189273834229
LSTM	64.0	200.0	21.0	0.035951510071754456	1.2528420686721802
LSTM	256.0	200.0	5.0	0.030106300488114364	0.2325205355882645
LSTM	512.0	300.0	23.0	0.013636972755193709	2.647268295288086
LSTM	256.0	400.0	11.0	0.006466248072683811	2.414323091506958
LSTM	256.0	100.0	2.0	0.060389965772628784	0.31166112422943115
GRU	32.0	400.0	20.0	0.002196520799770952	4.338114738464356
LSTM	128.0	400.0	4.0	0.010499041527509693	3.332860946655273
GRU	16.0	100.0	18.0	0.04275937005877495	3.665705680847168
GRU	256.0	100.0	19.0	0.03752437233924866	1.4203509092330933
GRU	128.0	100.0	26.0	0.03858061879873277	0.21394304931163788
GRU	128.0	100.0	27.0	0.03837176412343979	1.1383624076843262
GRU	32.0	100.0	26.0	0.03967078402638435	3.709761381149292
GRU	512.0	200.0	21.0	0.02553833648562432	0.2513792514801025
LSTM	256.0	400.0	24.0	0.007169709075242281	1.2620443105697632
LSTM	128.0	100.0	23.0	0.04527489095926285	2.6078011989593506
LSTM	128.0	400.0	10.0	0.0073083811439573765	2.3077645301818848
LSTM	512.0	300.0	5.0	0.038818426430225365	6.076081275939941
LSTM	32.0	400.0	16.0	0.007688411977142094	2.893254280090332
GRU	16.0	400.0	11.0	0.004005297087132932	7.185431480407715
GRU	32.0	200.0	29.0	0.02287091501057148	7.567439079284668
LSTM	16.0	300.0	9.0	0.028577508404850963	2.1901533603668213
LSTM	64.0	100.0	11.0	0.053025949746370316	3.1950929164886475
LSTM	64.0	400.0	3.0	0.011620443314313887	2.4365241527557373
GRU	64.0	300.0	12.0	0.004813799634575844	0.3839040696620941
LSTM	128.0	400.0	28.0	0.006344376597553493	3.094281911849976
LSTM	128.0	300.0	20.0	0.013664689846336842	2.1688640117645264
GRU	128.0	200.0	12.0	0.021477140486240387	0.3811222314834595
LSTM	64.0	200.0	4.0	0.023393237963318825	3.300525665283203
LSTM	16.0	200.0	11.0	0.03968972712755203	3.2929673194885254
GRU	16.0	300.0	20.0	0.0043182065710425386	3.3311355113983154
GRU	128.0	300.0	16.0	0.004548328462988138	0.3979833126068115
LSTM	64.0	400.0	8.0	0.011050405912101269	1.3626291751861572
LSTM	256.0	100.0	7.0	0.04920708015561104	2.068448543548584
LSTM	32.0	300.0	6.0	0.0300212986767292	1.5109994411468506
GRU	64.0	400.0	14.0	0.002935150405392051	0.4101904034614563
LSTM	256.0	300.0	14.0	0.01844497211277485	0.3632434010505676
GRU	16.0	100.0	26.0	0.04154252633452416	3.387480974197388
LSTM	32.0	300.0	18.0	0.019337492063641548	0.3029752671718597
LSTM	128.0	200.0	7.0	0.03802412748336792	4.227522850036621
LSTM	128.0	400.0	10.0	0.007120347116142511	3.887752771377564
LSTM	64.0	100.0	9.0	0.05053505301475525	3.4896440505981445
LSTM	16.0	100.0	21.0	0.059968702495098114	2.8035621643066406
LSTM	512.0	300.0	6.0	0.02137094922363758	1.1006242036819458
GRU	64.0	300.0	11.0	0.004172681365162134	1.9216965436935425
LSTM	64.0	100.0	7.0	0.05145299062132835	2.9903230667114262
GRU	16.0	100.0	8.0	0.04373626783490181	4.741239547729492
LSTM	32.0	300.0	21.0	0.019023152068257332	5.499279022216797
GRU	32.0	400.0	5.0	0.0020424555987119675	5.98425817489624
GRU	256.0	100.0	13.0	0.03646281361579895	0.15803226828575134
LSTM	128.0	200.0	8.0	0.032692134380340576	0.2505045831203461
LSTM	16.0	400.0	9.0	0.008088412694633007	4.884397983551025
LSTM	512.0	300.0	8.0	0.013038577511906624	0.3535715043544769
GRU	256.0	300.0	2.0	0.03259029984474182	2.40217399597168
